date,LTD,strike,c_or_p,open,high,low,close,Final_p,volume,OI,weekdays
2017/10/30,Dec-17,8900,put,3.3,3.6,3.3,3.5,3.5,104,1314,Monday
2017/10/30,Dec-17,9.00E+03,put,4.2,4.5,3.9,4,4,298,20769,Monday
2017/10/30,Dec-17,9100,put,4.4,5,4.4,5,5,51,2846,Monday
2017/10/30,Dec-17,9200,put,5.3,6,5,5,5,302,13205,Monday
2017/10/30,Dec-17,9300,put,6.5,6.9,6.1,6.3,6.3,312,11723,Monday
2017/10/30,Dec-17,9400,put,7.6,8.3,7.3,7.7,7.7,307,18036,Monday
2017/10/30,Dec-17,9500,put,9,10,8.7,9.1,9.1,184,6147,Monday
2017/10/30,Dec-17,9600,put,10.5,12,10,11,11,348,10511,Monday
2017/10/30,Dec-17,9700,put,13.5,14.5,12,13,13,399,6281,Monday
2017/10/30,Dec-17,9800,put,16,18.5,15,16,16,511,10045,Monday
2017/10/30,Dec-17,9900,put,20.5,22.5,18.5,20,20,1055,8206,Monday
2017/10/30,Dec-17,1.00E+04,call,805,805,765,765,765,17,1560,Monday
2017/10/30,Dec-17,1.00E+04,put,25,28.5,22.5,25.5,25.5,1213,14773,Monday
2017/10/30,Dec-17,10100,call,660,660,660,660,665,1,44,Monday
2017/10/30,Dec-17,10100,put,32,36,28,32.5,32.5,1109,8857,Monday
2017/10/30,Dec-17,10200,call,585,595,585,585,575,26,1126,Monday
2017/10/30,Dec-17,10200,put,41.5,45.5,36,42,42,1415,10252,Monday
2017/10/30,Dec-17,10300,call,550,550,490,490,490,8,600,Monday
2017/10/30,Dec-17,10300,put,54,60,46.5,54,54,1261,7303,Monday
2017/10/30,Dec-17,10400,call,423,461,404,408,408,46,6659,Monday
2017/10/30,Dec-17,10400,put,66,77,60,71,71,1142,5396,Monday
2017/10/30,Dec-17,10500,call,350,379,317,326,326,59,895,Monday
2017/10/30,Dec-17,10500,put,91,100,78,93,93,1579,5370,Monday
2017/10/30,Dec-17,10600,call,266,304,244,256,256,157,2016,Monday
2017/10/30,Dec-17,10600,put,113,130,100,121,121,607,2578,Monday
2017/10/30,Dec-17,10700,call,200,238,188,191,191,267,2126,Monday
2017/10/30,Dec-17,10700,put,147,161,128,156,156,524,1737,Monday
2017/10/30,Dec-17,10800,call,147,175,130,134,134,541,7937,Monday
2017/10/30,Dec-17,10800,put,188,210,166,201,201,290,669,Monday
2017/10/30,Dec-17,10900,call,100,122,83,89,89,990,6920,Monday
2017/10/30,Dec-17,10900,put,236,270,217,256,256,110,648,Monday
2017/10/30,Dec-17,1.10E+04,call,60,80,53,56,56,2957,12538,Monday
